id,address,city,description,latitude,longitude,price,state,street,title,totalScore,categories,image_url
123,"Dewan Madhava Rao Rd, Basavanagudi, Bengaluru, Karnataka 560004, India",Bengaluru,"Urban, 25-acre park with a kids' playground & cricket pitch, plus an outdoor gym & badminton courts.",12.9418183,77.5752478,,Karnataka,Dewan Madhava Rao Rd,M.N. Krishna Rao Park,4.5,"Tourist attraction, Park","https://lh5.googleusercontent.com/p/AF1QipNlP4qL6c0i3SetsrkACCXbiJyes2WOJA7if5D0=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOe2fYYyeNk_ZZ3DwcbqkNkplkzfWwLpOEAvTsx=w1920-h1080-k-no"
124,"XGQ2+VXW, Sunkadakatte, Bengaluru, Karnataka 560091, India",Bengaluru,,12.9897374,77.5024544,,Karnataka,XGQ2+VXW,Lakshmi Narsimha Temple,4.6,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipN3ewFv9vMWiWmjZerkDmr6DEOpQmeTwaCSvFec=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOL2P_DgzgUOqUymPQLax_HHkg2kaJiDkhKkaZ6=w1920-h1080-k-no"
125,"132, Vinayaka Layout, Yelahanka, Bengaluru, Karnataka 560094, India",Bengaluru,,13.112913,77.5789063,,Karnataka,132,Yelahanka Bird Habitat,,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipP6mpwQeleiqzPL8Y4Ck58ykSrbrh-civeqd9X1=w1920-h1080-k-no
126,"Sonnappa Layout, Ayyappa Layout, Hebbal, Bengaluru, Karnataka 560024, India",Bengaluru,,13.0381059,77.5948128,,Karnataka,,Hebbal View Point,4.4,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipMMy-tw41USQ7MrtONR9qyQ7lkFz-KZIEh32rzV=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNRUBDgRNh4PrPzQisa2DR-fqL_M6tNW7NHnoe0=w1920-h1080-k-no"
127,"2FMQ+2V9, 6th A Cross Rd, Maranna Layout, Doddabidarakallu, Bengaluru, Karnataka 560073, India",Bengaluru,,13.0325361,77.4897493,,Karnataka,"2FMQ+2V9, 6th A Cross Rd",Gowdru mane,3.5,Tourist attraction,
128,"XHPR+55H, Raj Bhavan Rd, Opposite to Jawahar Lal Nehru Planetarium, Vasanth Nagar, Bengaluru, Karnataka 560051, India",Bengaluru,,12.9854373,77.5904747,,Karnataka,"XHPR+55H, Raj Bhavan Rd, Opposite to Jawahar Lal Nehru Planetarium",Veerabhumi,4.6,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipMZEFIhgXQwH5H3ibSVzd72D_uD--ke1oDqkqBf=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipM8wPgHDtmiOHHlmTG4iHJ031RAoLD4Odpz5Ijr=w1920-h1080-k-no"
129,"4H47+44W, Muneshwara Layout, Attur Layout, Yelahanka New Town, Bengaluru, Karnataka 560064, India",Bengaluru,,13.1053625,77.5628281,,Karnataka,4H47+44W,Akkayamma Temple,4.4,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipOQcV2H6tTl-9M3xCt_ZVrdG9VwwV0MUip8NU2p=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNrto91jvcF2kCcBEMhL-ktQvHu9yMfRZIzclPA=w1920-h1080-k-no"
130,"2F9P+6V7, Unnamed Road, Annapurneswari Layout, Ragavendra Industrial Estate, Bengaluru, Karnataka 560058, India",Bengaluru,,13.0180382,77.4871842,,Karnataka,"2F9P+6V7, Unnamed Road",Tulasi home,4.4,Tourist attraction,
131,"XHFW+V84, Kasturba Rd, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru, Karnataka 560001, India",Bengaluru,"History museum displaying carvings, archeology & weaponry since 1877 in a historic red building.",12.9746376,77.595827,,Karnataka,"XHFW+V84, Kasturba Rd",Government Museum,4.2,"Tourist attraction, Museum","https://lh5.googleusercontent.com/p/AF1QipPdk-32urQbOQEGcbCnlYseBtRoxVwAXribIYsa=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPp87lu7mfhFTRihLT_mPVKmK2RtOX1PxP7jebQ=w1920-h1080-k-no"
132,"49, GF, Manikyavelu Mansion, Palace Rd, Vasanth Nagar, Bengaluru, Karnataka 560052, India",Bengaluru,"Museum housing paintings by modern & contemporary Indian artists, plus a cafe & an auditorium.",12.9894116,77.5880553,,Karnataka,"49, GF, Manikyavelu Mansion, Palace Rd",National Gallery of Modern Art - (Bengaluru),4.4,"Tourist attraction, Auditorium, Cafe, National museum, Public library, Souvenir store, Art gallery","https://lh5.googleusercontent.com/p/AF1QipMwxOOZ8n0wCC0sX7nPpEDuYwEEdIJkIkacyqEo=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNTiUl8Ohyd2Yo6M47DqKAieFA4wpUPAiHn_HBj=w1920-h1080-k-no"
133,"1, 3, Assaye Rd, Sindhi Colony, Pulikeshi Nagar, Bengaluru, Karnataka 560005, India",Bengaluru,,12.9895007,77.6194295,,Karnataka,"1, 3, Assaye Rd",Artistic Body Craft building,,Tourist attraction,
134,"71, 8th Cross Rd, Mallasandra, T. Dasarahalli, Bengaluru, Karnataka 560057, India",Bengaluru,,13.0596362,77.5093842,,Karnataka,"71, 8th Cross Rd",Innova crysta rental for Airport cabs n outstation,5.0,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipNJKSnYRyzk_pMlSqFOiM_h05uetPqol9GjMJF7=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOHP1KJkM1rujd49oIVCDLPax_wHvY86VaWKDuF=w1920-h1080-k-no"
135,"2H3C+VP9, 2nd Temple Street, Vyalikaval, Kodandarampura, Malleshwaram, Bengaluru, Karnataka 560003, India",Bengaluru,,13.0046692,77.5718648,,Karnataka,"2H3C+VP9, 2nd Temple Street",Sri Lakshmi Narasimha Swami Gudi,4.8,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipNCVtF5DUVj2NDmcxycYdJ0RsCfX1FYOAdlSqmG=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOTR4bBx81bWv9Vx-nSNNBaTfdUedyc5USvmLxO=w1920-h1080-k-no"
136,"XHFW+P4R, Kasturba Rd, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru, Karnataka 560001, India",Bengaluru,Museum featuring works by noted Karnataka artist Venkatappa & exhibition space for contemporary art.,12.9742357,77.5953023,,Karnataka,"XHFW+P4R, Kasturba Rd",Venkatappa Art Gallery Bengaluru,4.2,"Tourist attraction, Art gallery","https://lh5.googleusercontent.com/p/AF1QipPTv__7gopPii-7ue6w76AAk_dXZy5DTWuvKvc_=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipMR1i_dmz6HcmV_do-qGMxuk1Bxy6C4LXdGp9hN=w1920-h1080-k-no"
137,"4H89+296, Ferrar Nagar, Anantapuram, Bengaluru, Karnataka 560064, India",Bengaluru,,13.1150477,77.5683899,,Karnataka,4H89+296,Anantapur plot,,Tourist attraction,
138,"3HV3+4F8, Adityanagar, Vidyaranyapura, Bengaluru, Karnataka 560097, India",Bengaluru,,13.0925528,77.5542551,,Karnataka,3HV3+4F8,Stone quarry,1.0,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipOFFjwWfjL_s76JF1eS9HNkgdjyGrVoGFWiKnIE=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNHRbSFzlSgOFFd_wR8bExEOo--mWtf00eAOeYh=w1920-h1080-k-no"
139,"2HQV+6VH, Steps to Ananda Lingeshwara Temple Rd, Hebbal, Ayyappa Layout, Hebbal, Bengaluru, Karnataka 560032, India",Bengaluru,,13.0380556,77.5947222,,Karnataka,"2HQV+6VH, Steps to Ananda Lingeshwara Temple Rd, Hebbal",Aananda Lingeshwara Temple,4.5,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipOOTrFiTwS3gtMT1XL_j1Crs-B-pQh-1CqPpve9=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipMc9Chxmjh-l2weWqyJ3GOq6O9nzouqXaKPc_iL=w1920-h1080-k-no"
140,"No 95 5th cross, M.S. Palya Rd, Bengaluru, Karnataka 560097, India",Bengaluru,,13.0206245,77.5612969,,Karnataka,"No 95 5th cross, M.S. Palya Rd",Rayan tours and travels,,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipP2qU0phKyf9Gq2n0cv5fEy9Y60-kN1x_FGIkSL=w1920-h1080-k-no
141,"Door no. 01/2 Ground Floor, 6th Cross, Chowdeshwari Layout, Yelahanka, Bengaluru, Karnataka 560064, India",Bengaluru,,13.1073772,77.593099,,Karnataka,"Door no. 01/2 Ground Floor, 6th Cross",UWV TOURS,4.6,"Travel agency, Tourist attraction","https://lh5.googleusercontent.com/p/AF1QipPAlr6BYE5bn3vgx8sI6xzkXtVffyC1otyJUMZD=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNmqQhtYQJEFmf4vD0uCOZqqWhVvjAL7PfYBL0j=w1920-h1080-k-no"
142,"Kanthirava Layout, Kanteerava Nagar, Nandini Layout, Bengaluru, Karnataka 560096, India",Bengaluru,Bollywood matinee idol honored with flowers & movie posters at a memorial site named after him.,13.0183709,77.5324008,,Karnataka,,Dr Puneeth Rajkumar Memorial,4.5,"Tourist attraction, Memorial park","https://lh5.googleusercontent.com/p/AF1QipN40Eq39-e4pZolMyaPxbgbn0-R1s8YVlK5eKMs=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipN8suZrtTV5m3oWC_ub7wb0fxCy0oFqOzpGJ9OM=w1920-h1080-k-no"
143,"157, Taralabalu Rd, Phase 3, Krishnappa Block, Ganganagar, Bengaluru, Karnataka 560032, India",Bengaluru,,13.016277,77.5914745,,Karnataka,"157, Taralabalu Rd",Rabindranath Tagore circle,4.5,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipPsctGm6h9fdg_C-pwsOGHGYPmXXC8-fAiLOB8j=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPE07-sEnmizq4LzONaVjGUJzdhHe0R-Tgl7q8=w1920-h1080-k-no"
144,"99, 2nd Main Rd, opposite Mother Dairy Road, SFS 208 Colony, Yelahanka, Bengaluru, Karnataka 560064, India",Bengaluru,,13.1003905,77.5732556,,Karnataka,"99, 2nd Main Rd, opposite Mother Dairy Road",SFS 2042 Exhibition Venue,,Tourist attraction,
145,"3HQH+2XP, 26th Main Rd, Judicial Layout, Nandini Layout, Bengaluru, Karnataka 560065, India",Bengaluru,,13.0875883,77.5799657,,Karnataka,"3HQH+2XP, 26th Main Rd",Sangolli Rayanna Park,4.3,"Tourist attraction, Park","https://lh5.googleusercontent.com/p/AF1QipMyTCgQrZmJBgU4BmadCqJPwk8ElgBKBaV8IXlN=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOTs88uE55CcIIwd4gkv3XsbCpXF3vzPcb0IOHw=w1920-h1080-k-no"
146,"3GH4+M4F, Chikkabanavara, Guddahalli, Karnataka 560090, India",Guddahalli,,13.0791956,77.5053157,,Karnataka,3GH4+M4F,Arabian King Lingu's Palace,5.0,Tourist attraction,
147,"1, Kusmara Road, Ambedkar Veedhi, Mainpuri, Uttar Pradesh 205001, India",Mainpuri,,12.981887,77.594504,,Uttar Pradesh,"1, Kusmara Road",Yadav Traveling,,Tourist attraction,
148,"3GFF+5CF, Lakshmaiah Layout, Srikrupa Layout, Abbigere, Abbigere, Bengaluru, Karnataka 560015, India",Bengaluru,,13.0729421,77.5235321,,Karnataka,3GFF+5CF,Dalawai Nilayam,5.0,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipOBdTW0yYdGOVeyNNU-QDIvmiQBMhQRZexMvucG=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNmw6dp1xuk2Uubd5HA2yvlJwbi27Lz7aGRgfwG=w1920-h1080-k-no"
149,"2FPX+JJF, 5th Block HMT Layout, Nagasandra, Bengaluru, Karnataka 560073, India",Bengaluru,,13.0365743,77.4990476,,Karnataka,2FPX+JJF,Shreyasg,,Tourist attraction,
150,"2, Millers Road, Vasanth Nagar, Bengaluru, Karnataka 560051, India",Bengaluru,,12.9854791,77.5904847,,Karnataka,"2, Millers Road, Vasanth Nagar",National Military Memorial Park,4.5,"Tourist attraction, Park","https://lh5.googleusercontent.com/p/AF1QipN7aeeEFEXkVc3tTyjIkvZslXVU6-bYgYwGZdov=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOVaBUiCGFVp-Q0LvL_i0jl_veMHx7BYw6Q3NXG=w1920-h1080-k-no"
151,"Mahatma Gandhi Institute, Rachenahalli, Thanisandra, Bengaluru, Karnataka 560064, India",Bengaluru,,13.0665921,77.6105061,,Karnataka,Mahatma Gandhi Institute,Karnataka raajya Museum,4.6,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipPBD5jMoN8Xjt_jr6rxarfWDx-6kxcR1o-mnfKL=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipMREwdh-i5oVU_KH0Ix-dlLkeAjxsDLdew77kKk=w1920-h1080-k-no"
152,"XHGX+R8V, Dr Ambedkar Rd, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru, Karnataka 560001, India",Bengaluru,,12.9771005,77.5982855,,Karnataka,"XHGX+R8V, Dr Ambedkar Rd",Proposed Yoga Inspiring Installation,,Tourist attraction,
153,"4H2M+HHV, New Town Main Rd, Yelahanka Satellite Town, Yelahanka, Bengaluru, Karnataka 560064, India",Bengaluru,,13.1014762,77.583918,,Karnataka,"4H2M+HHV, New Town Main Rd",Light street,4.8,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipOckVa1bnF9_q4-NLMhrd8NwnpF2E1str3E2ZOd=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipPx2U-bYSyGLYsA5Me4RmAvymygFnsVdUd-GI24=w1920-h1080-k-no"
154,"4H2P+W8V, Escorts, East Colony, Bengaluru, Karnataka 560064, India",Bengaluru,,13.1023664,77.5858063,,Karnataka,"4H2P+W8V, Escorts",Yelahanka Car tower,4.6,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipN_zdAEY41PAbvYFDsxldY_wJzFFEja2Z1eo7hL=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNB-sThbUfIHObwWw_Hdi2pbEW5T_sQypIrC8Kp=w1920-h1080-k-no"
155,"Vasanth Nagar, Bengaluru, Karnataka 560052, India",Bengaluru,"Modern royal palace modeled on Windsor Castle offering tours, outdoor concerts & an amusement park.",12.998766,77.5921071,,Karnataka,,Bengaluru Palace,4.2,"Tourist attraction, Historical landmark, Historical place museum","https://lh5.googleusercontent.com/p/AF1QipNHvBtoADn3vXrixppCjv6seso2g07iqNJ-sbWS=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipMGRomDA19AzW2W2GKlY3OwJJkYfHDFto-NQJzv=w1920-h1080-k-no"
156,"40, Ambedkar Veedhi, Velsusamy Puram, Karur, Tamil Nadu 639002, India",Karur,,12.9818902,77.594504,,Tamil Nadu,40,Devaraj,,Tourist attraction,
157,"3GPR+RXR, Nadaprabhu Kempe Gowda Park, Charming Heights Rd, Vinayak Nagar, Vidyaranyapura, Bengaluru, Karnataka 560097, India",Bengaluru,,13.087105,77.542388,,Karnataka,"3GPR+RXR, Nadaprabhu Kempe Gowda Park, Charming Heights Rd","Hollywood Baba, PEACE ZONE",4.9,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipPVvxZqAooi_U8eJVL0iBqEmD00Z3iIcLqOBPIb=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipMzkfhcr85jSwadgG2Pv5g2BOzurN82NEU-1rtj=w1920-h1080-k-no"
158,"3G6R+R5P, Renaissance HVV Villas, Jalahalli, Bengaluru, Karnataka 560015, India",Bengaluru,,13.0620785,77.5404459,,Karnataka,3G6R+R5P,Jarakabandi State Forest,4.2,"Tourist attraction, Forestry service, National forest","https://lh5.googleusercontent.com/p/AF1QipO3kub2vuhikI2GFAm6f--gaWrc9Dm3d9UTpl-p=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipOZVU5D8hfLDhhcXIaBapnUJk-V96oXjn8o8jvj=w1920-h1080-k-no"
159,"3J86+R7R, Rachenahalli, Thanisandra, Bengaluru, Karnataka 560064, India",Bengaluru,,13.0671069,77.6106311,,Karnataka,3J86+R7R,Model Village,4.6,"Tourist attraction, Museum","https://lh5.googleusercontent.com/p/AF1QipPOZ_gcs2yqSOg0GHFpcao9-AAPlPiXhnxii7K3=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipO_VSWqtKiQlfVSG-zy4OI4LTTG5CZEzHtgNmIN=w1920-h1080-k-no"
160,"XHJW+7R8, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru, Karnataka 560001, India",Bengaluru,,12.9806644,77.5970675,,Karnataka,XHJW+7R8,HAL Aircraft Display,4.6,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipMnDh1t3q-I3BoKyC95wVxEckzDepLb6XDcMbRY=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipMJJ4_IG66lVgbrJPA7z9sE-tFLog7smCzTZjVO=w1920-h1080-k-no"
161,"Gate, Outer Ring Rd, Nagavara, Bengaluru, Karnataka 560045, India",Bengaluru,"This lakeside park has colorful pedal boats for rent, plus a swimming pool & children's rides.",13.0434124,77.6096254,,Karnataka,"Gate, Outer Ring Rd",Lumbini Gardens,3.5,"Tourist attraction, Amusement park, Swimming pool, Water park","https://lh5.googleusercontent.com/p/AF1QipOMB36Zi93KQY-5lAykkmoqtu-qv-VsZy8CJn57=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipMDEqY0fCBOh4Gr4rDqA1tfEdJ19VpE6SZUhrnD=w1920-h1080-k-no"
162,"1st floor, Snow city, Jayamahal Main Rd, opposite TV Tower, J.C.Nagar, Bengaluru, Karnataka 560006, India",Bengaluru,,13.0058644,77.5920921,,Karnataka,"1st floor, Snow city, Jayamahal Main Rd, opposite TV Tower",The MadLabs: Where Fun Meets Science,4.8,"Tourist attraction, Museum","https://lh5.googleusercontent.com/p/AF1QipNvb2UwddrM-j-7xehzM8-QrKh_u90WHtVcP1hO=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipN646uDBftr2Xq1J0sHVsyn_gAYm4_Mj4ymh-BH=w1920-h1080-k-no"
163,"Sri Venkateshpura Layout, Sampigehalli, Bengaluru, Karnataka 560077, India",Bengaluru,,13.0795707,77.623174,,Karnataka,,Watch Tower - sunset and lake view tower,4.0,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipMrVQNb60YvPPa7LYBSKx2tpYOyzryob3WdnKZD=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipNS69zZ7gHCF7d9le2alnvFYmOv9s5IQERRUH2M=w1920-h1080-k-no"
164,"WJQJ+C88, Ejipura, Bengaluru, Karnataka 560047, India",Bengaluru,,12.9385333,77.6308174,,Karnataka,WJQJ+C88,View Point,,Tourist attraction,
165,"VHGX+RPW, Cave Temple Rd, Pai Layout, Hulimavu, Bengaluru, Karnataka 560076, India",Bengaluru,"This unique, historic temple inside a cave has a serene atmosphere & is home to several Hindu idols.",12.8771015,77.5993367,,Karnataka,"VHGX+RPW, Cave Temple Rd",Cave Temple,4.6,"Tourist attraction, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipPiP4-OTfCtxJhUqx_Tq5ZIHyYqv9GWAH3bNcW_=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipP58Kgdl8gsniePkBcJQU7QFMpHuVsaakXCd9XT=w1920-h1080-k-no"
166,"5, 7th Cross Rd, KAS Officers Colony, BTM 2nd Stage, Bommanahalli, Bengaluru, Karnataka 560068, India",Bengaluru,,12.9127505,77.6216988,,Karnataka,"5, 7th Cross Rd",BTM lake Bridge,4.2,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipMdV7BMMKpj5yNNiEDssyoz5LJfqf6BzeXI_LJ0=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipORQgdjP3E4kx2pKj-85DnHS2PM9tMy31ZLwqOE=w1920-h1080-k-no"
167,"Kanakapura Rd, near Gokulam Apartments, Vaikunta Hill, Vasantha Vallabha Nagar, Bikasipura, Bengaluru, Karnataka 560061, India",Bengaluru,"Hindu temple combining modern & traditional architectural styles, with panoramic hilltop views.",12.8931784,77.5492136,,Karnataka,"Kanakapura Rd, near Gokulam Apartments",ISKCON Sri Rajadhiraja Govinda Temple,4.6,"Tourist attraction, Place of worship, Hindu temple","https://lh5.googleusercontent.com/p/AF1QipMEiO1FPd4oSL_Q2fABOgzMK8hDc_cifeLvIOV1=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipM0fsOSl3Qo34HpjvbqBZBvJ7guxDetILLDQdcn=w1920-h1080-k-no"
168,"XJM7+982, Sivanchetti Gardens, Bengaluru, Karnataka 560042, India",Bengaluru,,12.9833787,77.6132812,,Karnataka,XJM7+982,Narain Charities,,Tourist attraction,
169,"No 20, ,SRS road, 2 nd cross post, Ganigarapalya, Adarsha Layout, Talaghattapura, Bengaluru, Karnataka 560062, India",Bengaluru,,12.8726303,77.5321373,,Karnataka,"No 20, ,SRS road, 2 nd cross post",Girisha,2.5,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipP9G_ORgqRXVuZXUN-cyLVQZ-twCtJFH7Rz3BxD=w1920-h1080-k-no
170,"VMQ4+R3W, Kudlu, VGP Layout, Bengaluru, Karnataka 560068, India",Bengaluru,,12.889623,77.65519,,Karnataka,VMQ4+R3W,Best hotel ever,,Tourist attraction,
171,"WJ48+8F5, EWS Colony, Stage 2, LayoutLake, Bengaluru, Karnataka 560068, India",Bengaluru,,12.9057608,77.6162366,,Karnataka,WJ48+8F5,BTM Layout Lake,4.2,Tourist attraction,"https://lh5.googleusercontent.com/p/AF1QipOJzxHny-dAjsrXiqqwXSTmY8gj3L89ZTrf-dk=w1920-h1080-k-no,https://lh5.googleusercontent.com/p/AF1QipN03SPn2zFBso_I_p5lq7pggalQLvf1XJubfrgT=w1920-h1080-k-no"
