id,address,city,description,latitude,longitude,price,state,street,title,totalScore,categories,image_url
359,"VVGG+G9G, Maroli, Mangaluru, Karnataka 575005, India",Mangaluru,,12.8763026,74.8759611,,Karnataka,VVGG+G9G,Shree Suryanaarayana Swami Gudi,4.8,"Tourist attraction, Hindu temple",https://lh5.googleusercontent.com/p/AF1QipPvAx8rLgbQWQEuGUYh9la_AqY7IRClJwLW4_EJ=w1920-h1080-k-no
360,"VVP4+75V, Kadri Temple Rd, Vasanth Vihar, Kadri, Mangaluru, Karnataka 575002, India",Mangaluru,"Hindu temple, founded in the 10th or 11th century, with bronze statues & annual festivals.",12.8857411,74.8554198,,Karnataka,"VVP4+75V, Kadri Temple Rd",Kadri Sri Manjunatheshwara Temple,4.8,"Tourist attraction, Hindu temple",https://lh5.googleusercontent.com/p/AF1QipMK6hzTNK9IsM8U8Qy2CtZGSI3uJCwTHOvE77sX=w1920-h1080-k-no
361,"VR2F+7X2, Bengre, Kasba Bengre, Mangaluru, Karnataka 575010, India",Mangaluru,,12.8506362,74.8248778,,Karnataka,VR2F+7X2,Thota bengre,,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipMARzZf5G5AkPAftupPFbfheeMS-PLJkx2I-fhi=w1920-h1080-k-no
362,"Kudroli, Kodailbail, Mangaluru, Karnataka 575003, India",Mangaluru,"Enduring Hindu temple set on 2 acres, offering unique architecture, carvings & annual festivals.",12.8760141,74.8377179,,Karnataka,,Kudroli Shree Bhagavathi Temple,4.7,"Tourist attraction, Hindu temple",https://lh5.googleusercontent.com/p/AF1QipOAHX8wAGsTGZqFuwcDtQlr0WbL-K1eQcBPP1y7=w1920-h1080-k-no
363,"Netravati River Area, Mangaluru, Karnataka 575017, India",Mangaluru,,12.8328125,74.8428125,,Karnataka,,King Star river view,4.9,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipP5WbWhJO5Op7L9h98NMOMFA10Q9oQOv4GgbeKY=w1920-h1080-k-no
364,"RRVG+C3Q, Mangaluru, Karnataka, India",Mangaluru,,12.843585,74.8252268,,Karnataka,RRVG+C3Q,The End Point,4.0,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipMJbp7whQzggr0vehFDiFCI76F7hnzwWqAfF9kO=w1920-h1080-k-no
365,"VR3G+5M4, Bengre, Kasba Bengre, Mangaluru, Karnataka 575010, India",Mangaluru,,12.8528893,74.8267015,,Karnataka,VR3G+5M4,Shri Durgaparameshwari Temple,4.8,"Tourist attraction, Hindu temple",https://lh5.googleusercontent.com/p/AF1QipNo-6m-8HpR7Htg1nwMmCczdPHwyzgHwp4nScSG=w1920-h1080-k-no
366,"VRP8+P3F, Kasba Bengre, Mangaluru, Karnataka 575010, India",Mangaluru,"Bustling beach offering swimming, surfing, life guards, toilets, concessions & parking.",12.8868102,74.8151595,,Karnataka,VRP8+P3F,Tannirbhavi Beach,4.4,"Tourist attraction, Public beach",https://lh5.googleusercontent.com/p/AF1QipNg32D1TtIek8-zs3bhrzslH2v0SXnvKww5CBvu=w1920-h1080-k-no
367,"VV86+M4V, Kankanady Old Rd, Kankanady, Mangaluru, Karnataka 575002, India",Mangaluru,"Small museum displaying artifacts related to Father Muller, founder of the eponymous hospital.",12.8667403,74.8603034,,Karnataka,"VV86+M4V, Kankanady Old Rd",Father Muller Museum,4.1,"Tourist attraction, Museum",https://lh5.googleusercontent.com/p/AF1QipNQcuMDBU6-buzwCqJDozdrivtcbiiNwvDpT0Wf=w1920-h1080-k-no
368,"VVQ4+6H2, Kadri Park Rd, Kadri Hills, Kadri, Mangaluru, Karnataka 575004, India",Mangaluru,,12.888017,74.8563955,,Karnataka,"VVQ4+6H2, Kadri Park Rd",Public toilet,,Tourist attraction,
369,"WR3C+F2, Kodikal, Mangaluru, Karnataka 575013, India",Mangaluru,,12.9036964,74.8201035,,Karnataka,WR3C+F2,Dambel End point,4.0,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipMTzedEX7U5xKEEsK3F4Uys-TXdCAvLUBSp43SW=w1920-h1080-k-no
370,"VVH4+R5V, Mallikatte Rd, Mallikatte, Kadri, Mangaluru, Karnataka 575002, India",Mangaluru,,12.8796165,74.8554278,,Karnataka,"VVH4+R5V, Mallikatte Rd",KADRI Mallikatta Circle,4.2,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipNqdfHKWyOmC76kSc6LuDnZ67hI0c8JJBdqCfnB=w1920-h1080-k-no
371,"WV65+9G5 Helipad, Mary Hill, Konchady, Mangaluru, Karnataka 575008, India",Mangaluru,,12.9110802,74.8588714,,Karnataka,WV65+9G5 Helipad,Mangaluru helipad,,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipPfgGXpzCJJj9IjPAIpNwNVhypucupYY5Kr64Au=w1920-h1080-k-no
372,"VR6C+Q5J, Mangaluru, Karnataka 575010, India",Mangaluru,,12.8619551,74.8203874,,Karnataka,VR6C+Q5J,North bengre beach,4.2,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipMGAW7IZrcN-3BOpCBUiiLSY1QmQ-fP11biSKyw=w1920-h1080-k-no
373,"2-55-11, Ram Nagar, Maroli, Mangaluru, Karnataka 575005, India",Mangaluru,,12.8743994,74.8684758,,Karnataka,2-55-11,Maroli nagara palike,,Tourist attraction,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IMLftIXoJKabKbIrdrXVXw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=67.96659&pitch=0&thumbfov=100
374,"9-146B, Yeyyadi, Mangaluru, Karnataka 575008, India",Mangaluru,,12.8921424,74.867248,,Karnataka,9-146B,Hidden club way,,Tourist attraction,
375,"PVS Building, Boloor, Hampankatta, Mangaluru, Karnataka 575001, India",Mangaluru,,12.8759454,74.8448787,,Karnataka,PVS Building,Travels DEVI PRASAD T,,Tourist attraction,
376,"RRVH+5CW, Ullal Delta, Ullal Industrial Area, Mangaluru, Karnataka, India",Mangaluru,,12.8429897,74.8285796,,Karnataka,"RRVH+5CW, Ullal Delta",Ullal End Point Estuary,4.3,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipNpDR0IvyYbll7BgcrhHR1UMQYKxBlH4ZM105Ef=w1920-h1080-k-no
377,"VVJ7+HMH, Mallikatte, Kadri, Mangaluru, Karnataka 575005, India",Mangaluru,,12.8814491,74.8642224,,Karnataka,VVJ7+HMH,Namma Manguluru,,Tourist attraction,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rOfznWs7Ob4PajgiX5LZLA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=39.636936&pitch=0&thumbfov=100
378,"RRWH+JM9, Netravati River Area, Mangaluru, Karnataka, India",Mangaluru,,12.8465482,74.8292364,,Karnataka,RRWH+JM9,Bengre E. P.,4.2,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipPxagkxdaEgqvxc6rwN3rt5YYOEdWsJ-otmJXay=w1920-h1080-k-no
379,"ullal hoige,diamond road 1st cross, near nethravathi river side, Mangaluru, Karnataka 575007, India",Mangaluru,,12.8331691,74.8509583,,Karnataka,"ullal hoige,diamond road 1st cross, near nethravathi river side",Netravathi View point,4.4,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipOaJ5zPSUAfs_PZ8yi2IG6D_V_TQk5Q-aVg-34O=w1920-h1080-k-no
380,"RVQF+F7, Netravati River Area, Mangaluru, Karnataka 575017, India",Mangaluru,,12.8387499,74.8731451,,Karnataka,RVQF+F7,Nethravathi Nadi Dveepa,,Tourist attraction,
381,"Kedambadi house, Attavar, Mangaluru, Karnataka 575001, India",Mangaluru,,12.8613968,74.8401184,,Karnataka,Kedambadi house,Kedambadi house,,Tourist attraction,
382,"VVP5+M5F, Kadri Park Rd, Kadri, Mangaluru, Karnataka 575004, India",Mangaluru,,12.8866821,74.8579179,,Karnataka,"VVP5+M5F, Kadri Park Rd",Pandava Cave,3.9,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipNy1J5TBdGh2di726Q_ISCeWViJygvbbh7_05ay=w1920-h1080-k-no
383,"Old Port, Bunder, Mangaluru, Karnataka 575001, India",Mangaluru,,12.8631913,74.8313895,,Karnataka,Old Port,Bunder Ferry Jetty,,Tourist attraction,
384,"VRHW+F92, Bunts Hostel, Mangaluru, Karnataka 575003, India",Mangaluru,,12.8786279,74.845899,,Karnataka,"VRHW+F92, Bunts Hostel",Arise Awake Park (formerly Lions Park),4.2,"Tourist attraction, Park",https://lh5.googleusercontent.com/p/AF1QipOx-_mDAXphlUAOxEDv8k06OaF8UGnM1dIOaztm=w1920-h1080-k-no
385,"VRQC+VCG, Sulthan Bathery Rd, Urva, Gandhinagar, Mangaluru, Karnataka 575003, India",Mangaluru,Sunset viewing is popular at these remains of an 18th-century watchtower on the water.,12.8896981,74.8210911,,Karnataka,"VRQC+VCG, Sulthan Bathery Rd",Sultan Bathery,4.2,"Tourist attraction, Historical place",https://lh5.googleusercontent.com/p/AF1QipO3bqpOjW4Bp9jSXun1iba7h95gqjwnlHoruZq1=w1920-h1080-k-no
386,"7-8-947, Sulthan Bathery Rd, Bokkapatna Rd, Kodailbail, Mangaluru, Karnataka 575001, India",Mangaluru,,12.87909,74.826802,,Karnataka,"7-8-947, Sulthan Bathery Rd, Bokkapatna Rd",River side,,Tourist attraction,
387,"RRXM+RG6, Bhagath Singh Rd, Mangalore Old Port, Mangaluru, Karnataka 575001, India",Mangaluru,,12.8495493,74.8337536,,Karnataka,"RRXM+RG6, Bhagath Singh Rd",Dakke view point,4.5,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipMeu-JhM-Bt4d2xweeA83o9wRshaKnIPSdnxb9Z=w1920-h1080-k-no
388,"WR6P+999, Bangrakuloor, Kottara, Mangaluru, Karnataka 575013, India",Mangaluru,,12.9109194,74.8359768,,Karnataka,WR6P+999,Kottara lake,,Tourist attraction,
389,"RRWX+JVM, Jeppu Rd, Bolar, Mangaluru, Karnataka 575002, India",Mangaluru,,12.846576,74.8496775,,Karnataka,"RRWX+JVM, Jeppu Rd",Gujjara kere,4.5,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipOLmKiNg2D4O18eJcCVbHJhmV8cX8tP11OpPn4Z=w1920-h1080-k-no
390,"RRWF+WM3, Bengre, Netravati River Area, Mangaluru, Karnataka 575010, India",Mangaluru,,12.8472729,74.8241606,,Karnataka,"RRWF+WM3, Bengre, Netravati River Area","Sun Set Point , Bengre",4.5,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipNMzQzmAN7Vl2q4NslFg7wreh1JFobhjl0UBSGB=w1920-h1080-k-no
391,"VVQ2+M3W, Nodu Ln, Bejai, Mangaluru, Karnataka 575004, India",Mangaluru,,12.8892317,74.8501881,,Karnataka,"VVQ2+M3W, Nodu Ln",Swazil ulle,,Tourist attraction,
392,"VR4V+MRP, Central, Attavar, Mangaluru, Karnataka 575001, India",Mangaluru,,12.8567013,74.8445747,,Karnataka,"VR4V+MRP, Central",attavar Heroin Pond,,Tourist attraction,
